AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.858036466417 (0.00377049231832),0.936333333333 (0.00135104897518),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.47235176549 (0.013277732891),0.360811994778 (0.00993015988272),0.239370233563 (0.00738730392426),0.205827871047 (0.00585770452805),0.12320870021 (0.00310836584709),0.0868350518132 (0.00195094325052),0.077716374093 (0.00175001881269),0.353580499377 (0.00517751754879),0.540659362142 (0.00581501344747),0.716932425983 (0.00663397368746),0.769917994844 (0.00432896770429),0.922586853466 (0.00482033298625),0.974506689568 (0.0035121970219),0.989048301132 (0.00231194138514),0.40436948724 (0.00728409810278),0.432742512695 (0.00842250436476),0.35886924176 (0.00899742400788),0.324788385888 (0.00762786450024),0.217373280728 (0.00488926853551),0.159454179495 (0.00327455126838),0.144103845206 (0.00300354771925),0.15663318634 (0.000546085301419),1.34315543175 (0.0560741161684)
0.863614104125 (0.00306244952583),0.93708 (0.0013200336696),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.483677548301 (0.0126897465165),0.364011996001 (0.0101566669377),0.242359606732 (0.0059958517169),0.209145447274 (0.00588065186775),0.123698420105 (0.00302549564874),0.0871872361228 (0.00216291959765),0.077957727148 (0.00187441988895),0.362089846845 (0.00607888146156),0.544762883951 (0.0061000227159),0.725304673895 (0.00222516894002),0.782289373143 (0.00354774475559),0.925399946532 (0.00559912631787),0.978341993336 (0.0030161208732),0.991422467843 (0.00152043802204),0.414085782758 (0.00740317290805),0.436351736757 (0.00850526732007),0.363277853875 (0.00683108561252),0.330019812455 (0.00762285640114),0.218213394093 (0.00474624253116),0.160099292786 (0.00366111045356),0.144543597993 (0.003224325804),0.162101364136 (0.000742232635544),2.10246014595 (0.0370321048785)
0.85926936366 (0.00254746318993),0.937233333333 (0.00149056290635),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.477281812125 (0.0128951494598),0.361012995668 (0.0109235928735),0.242226295617 (0.00665104235647),0.208425543261 (0.00537021809203),0.122778481435 (0.00312997414832),0.0867872538998 (0.00197224442301),0.0778087133838 (0.00196390469091),0.35729048997 (0.00578363132588),0.540250693202 (0.00718456434542),0.724857545676 (0.00331100306861),0.779644603223 (0.00328346969409),0.918482617755 (0.00269913505994),0.973900501831 (0.00241167731237),0.989500478447 (0.00239461698998),0.408602798747 (0.00737704641477),0.432749112038 (0.00951441353307),0.363072072494 (0.00781868271808),0.328888139363 (0.00684575680031),0.216589536295 (0.00491353584761),0.159365439684 (0.003311032197),0.144267016139 (0.00339061758726),0.127410364151 (0.000927426997434),2.87398786545 (0.0611350214704)
0.856494110501 (0.00313621897093),0.93742 (0.00110224014322),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.478214523651 (0.0124524812711),0.361279573476 (0.0110485165401),0.241093151141 (0.00645510120919),0.20757232369 (0.00522420109967),0.121911872542 (0.00288406384346),0.0866983689614 (0.00219734642223),0.0775028430258 (0.00191670157346),0.357976961881 (0.00436823839166),0.540652061902 (0.00766699196603),0.721481242851 (0.00345072737617),0.776464204892 (0.00290680169623),0.912046864378 (0.00442913787557),0.972844259545 (0.00362747537385),0.985623161481 (0.00273153334473),0.409393317571 (0.00629139791138),0.433069539792 (0.00973949158769),0.361375419467 (0.00754784743711),0.327542733579 (0.0066147335872),0.215062113519 (0.00449694355056),0.15920144738 (0.0037275755471),0.143700034531 (0.0033054179685),0.129995155334 (0.000934670034591),2.97847971916 (0.0336777121723)
0.842455730666 (0.00533437756054),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.441675771346 (0.0149659276787),0.338282163684 (0.011860810298),0.217905664371 (0.00893551635551),0.197067311338 (0.00816368918067),0.112671587919 (0.00991673623377),0.081707908294 (0.00202340077452),0.0700452135058 (0.00413585816522),0.337170010171 (0.00439476419851),0.536368151242 (0.0307982902496),0.702211632364 (0.0214229987249),0.754094959641 (0.00965309993512),0.918542791715 (0.0159738937216),0.973093227082 (0.00357972583675),0.99550661744 (0.00551262622971),0.382347723125 (0.00784134375972),0.414401784968 (0.0120165354627),0.332395423268 (0.0098577717885),0.312371545085 (0.0102292246732),0.200510119289 (0.0156408326239),0.150751792358 (0.00347893830772),0.130848227428 (0.00716680132212),0.154026222229 (0.000684098254189),0.591483020782 (0.0630258820908)
0.858913158859 (0.00319169898625),0.93594 (0.00150235370891),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.474083944037 (0.0137738988173),0.359656952013 (0.00940441516533),0.239177045372 (0.00768363467929),0.207156238443 (0.00619902013254),0.123585240724 (0.00286619855691),0.0866895227414 (0.00201587645777),0.0778231170657 (0.0018130171366),0.354855733384 (0.00435545381745),0.538337881043 (0.0083016017444),0.7157172004 (0.00765045847782),0.774890343882 (0.0064933513237),0.924631632957 (0.00576897858763),0.974771349042 (0.00305042340161),0.989947391676 (0.00235012865561),0.405838256993 (0.00714535388307),0.431160271489 (0.00823151530487),0.35849960911 (0.00944473624181),0.326884412664 (0.00817787888066),0.218015877418 (0.00446763693185),0.159212787525 (0.003405548698),0.144296502827 (0.00311090163137),0.15685801506 (0.000609768339248),1.47861661911 (0.0441524848307)
0.86428640969 (0.00275048987876),0.937073333333 (0.00123691372195),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.478614257162 (0.0110086089624),0.365144951683 (0.0106576960586),0.243126145642 (0.00605979306159),0.209625383282 (0.00564578402384),0.123778414772 (0.00283338756765),0.0871516821475 (0.00218898899712),0.0779185129995 (0.00183897214988),0.358306846518 (0.00458708465972),0.546470539242 (0.00857937718741),0.727594902125 (0.00207814874396),0.784114736339 (0.00414772407089),0.92603170663 (0.00532789525849),0.977933302463 (0.00225485921025),0.990933860065 (0.00115679201097),0.409755722775 (0.00553354290631),0.437713795352 (0.00951942679037),0.364426373997 (0.00691744151284),0.330779720265 (0.00726591877782),0.218355427578 (0.00440524033135),0.160033875857 (0.00370770570008),0.1444709959 (0.00315836691111),0.16293182373 (0.000889147888431),2.43487195969 (0.0589909969206)
0.855601430211 (0.00324360998706),0.936926666667 (0.00129844351265),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.472884743504 (0.0149293316407),0.358413862046 (0.00878241385516),0.239760039993 (0.00641367102531),0.206105852553 (0.00496893392679),0.121631891207 (0.00278217163612),0.0868405848629 (0.00219529603755),0.0777145994275 (0.00189520807078),0.353959477769 (0.00624017877701),0.53643466048 (0.00620001471786),0.717518200311 (0.00707052102201),0.771005146713 (0.00427643790269),0.909969353793 (0.00447205101974),0.974439359978 (0.00282411207147),0.988323267231 (0.00187743127831),0.404812800926 (0.00876844014016),0.429657066504 (0.00714827743158),0.359380599889 (0.0076640420025),0.325231085451 (0.00626113158283),0.214568675697 (0.00431851739175),0.159462583054 (0.00372172376807),0.144092727983 (0.00326360194938),0.129143571854 (0.000755355853441),3.47162017822 (0.0515212558232)
0.851573776655 (0.00372757965807),0.936893333333 (0.00112869639654),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.473017988008 (0.0125207301381),0.358347217594 (0.0077680105256),0.238893517747 (0.00688006768517),0.205412611652 (0.00626634177193),0.12096900003 (0.0033283159648),0.0863698170753 (0.00202149820214),0.0774965106448 (0.0018551857519),0.354079825391 (0.00402918101291),0.536358355439 (0.00510260066967),0.714871695337 (0.00565500219036),0.768285210035 (0.00560377163582),0.905862316105 (0.00741297406956),0.970121661847 (0.0027597495756),0.986532497882 (0.00025079359977),0.404940028159 (0.006215348733),0.429584767851 (0.00579507281964),0.358075036722 (0.00825227410246),0.32412591211 (0.00827163868636),0.213423776324 (0.00531572780193),0.158610384269 (0.00339020675019),0.143698887411 (0.0031914837068),0.13380241394 (0.00119194066983),3.58232855797 (0.0654042229404)
0.842909737046 (0.00344403602158),0.93316 (0.00160518603975),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=1, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.445214690349 (0.00918970649114),0.342932678335 (0.0119794171021),0.215463794395 (0.0132167596954),0.195720455975 (0.00896783815049),0.112874230315 (0.0120797664614),0.0792073452862 (0.00755423229032),0.0720182840925 (0.00507751893771),0.344399905701 (0.016068602437),0.526711949541 (0.0104986566383),0.720855031452 (0.0105237120561),0.749443499289 (0.00849749031231),0.918483340618 (0.0206607832336),0.97882897483 (0.0110674150867),0.990493369144 (0.00782722528431),0.387981361763 (0.00729000916432),0.415187054972 (0.00805747053809),0.331478305674 (0.0150643006046),0.310306747729 (0.0117999260462),0.200719486959 (0.0190368979261),0.146441922799 (0.0129565094379),0.134222074375 (0.00877799411707),0.154531860352 (0.000832824628731),0.634096431732 (0.011071216278)
0.858754990925 (0.00335886459437),0.935926666667 (0.00134385845816),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.474083944037 (0.0140103285043),0.360946351216 (0.00912907368273),0.239152359816 (0.00757848823311),0.20589254766 (0.00585775879116),0.123260593775 (0.00290601121106),0.0868647499315 (0.00204487498848),0.0778193212519 (0.00185184940767),0.354832206485 (0.00243463614053),0.540217669273 (0.00646474166951),0.716523285031 (0.00662815717663),0.770146715782 (0.00765346111131),0.92232915382 (0.00570552822748),0.974988001585 (0.00321221715268),0.989833500902 (0.00248186059733),0.40582274726 (0.00656921109241),0.432690524134 (0.00753881842244),0.358573368793 (0.00925984753933),0.324889002571 (0.00771340346578),0.217446631762 (0.00453711354486),0.159510501047 (0.00344238495063),0.144288824028 (0.00318436897455),0.157355213165 (0.000691406555795),1.47932043076 (0.0485171314123)
0.863923834829 (0.00287801682232),0.93724 (0.00121498056683),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.482611592272 (0.012489495702),0.365678107298 (0.0110710055473),0.243226128979 (0.00607315898944),0.209038794827 (0.00465422159938),0.123765082328 (0.00258374381372),0.087178347629 (0.00217388647134),0.0779734128073 (0.00193236246593),0.36129943454 (0.00624272448226),0.547268150053 (0.00959823056522),0.727891999541 (0.00153535188658),0.782004847805 (0.00317703246172),0.925972448284 (0.00522294043953),0.978237543362 (0.00255896789284),0.991604112515 (0.00133037051092),0.413177892191 (0.00737555539762),0.438352776223 (0.010147556288),0.364575974202 (0.00692727944194),0.329861654035 (0.00570790977696),0.218333023678 (0.00395962139936),0.160082910681 (0.0036806638904),0.144572488358 (0.00333109505638),0.154408836365 (0.0149964576756),2.45621500015 (0.0478201930749)
0.858660859393 (0.00339049796313),0.937093333333 (0.00116759962697),"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=50,
            min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=7,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",0.479147235177 (0.0140596630267),0.363078973675 (0.00939568599724),0.242092984503 (0.00699200593803),0.207838954806 (0.00472471541039),0.122471835211 (0.00341383483314),0.0866094840229 (0.00219932305149),0.0776283283009 (0.00194030401962),0.35869931272 (0.00769927599461),0.543404247119 (0.00678441637627),0.724438098234 (0.0048922957979),0.777504678651 (0.00216308760094),0.916136998596 (0.00456073228379),0.971844029268 (0.00300495702289),0.987210399239 (0.00140103789557),0.410208106696 (0.00915234150177),0.435245560094 (0.00788851744778),0.362869723221 (0.00835825128877),0.327967298641 (0.00581533613665),0.216047173501 (0.00541846820833),0.159038190316 (0.00373008040312),0.143932603759 (0.00334693906463),0.126935768127 (0.00054124389661),3.39736418724 (0.0600124416658)
